election_date,out_eu_cont
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2006-04-09,3.0054
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2008-04-13,5.0946
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2013-02-25,2.7394
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
2018-03-04,-7.834
