user_id,tweet_id,tweet_time,suspended
1.17285215018096e+18,1.31109947960136e+18,2020-09-30 00:24:09,0
1.24712870597076e+18,1.31128338763042e+18,2020-09-30 12:34:56,0
507018043,1.31135578476941e+18,2020-09-30 17:22:37,0
1.21369555899019e+18,1.31148614462699e+18,2020-10-01 02:00:37,1
1.1077502970096e+18,1.31148679827577e+18,2020-10-01 02:03:13,0
1.12746967409295e+18,1.31148615317484e+18,2020-10-01 02:00:39,0
1.28524610485083e+18,1.31148697044355e+18,2020-10-01 02:03:54,0
1.17988777321559e+18,1.31173697213894e+18,2020-10-01 18:37:19,0
1.29830631484244e+18,1.31153076817945e+18,2020-10-01 04:57:56,0
45496402,1.31261376224399e+18,2020-10-04 04:41:22,0
1.25874544393418e+18,1.31261344054081e+18,2020-10-04 04:40:06,1
1.29299761000184e+18,1.31261560468839e+18,2020-10-04 04:48:42,0
1.04710564776924e+18,1.3126142614039e+18,2020-10-04 04:43:21,0
1.28511905617403e+18,1.31342457637481e+18,2020-10-06 10:23:15,0
264416458,1.31265046282324e+18,2020-10-04 07:07:12,0
1.3125864760859e+18,1.31276141510767e+18,2020-10-04 14:28:05,0
1.2748263598612e+18,1.31315591404044e+18,2020-10-05 16:35:41,0
1.3144301782574e+18,1.32377839960582e+18,2020-11-04 00:05:39,0
1.27260841817233e+18,1.32367804646592e+18,2020-11-03 17:26:53,0
1.32041154120905e+18,1.32378371360446e+18,2020-11-04 00:26:46,0
1.28362438737628e+18,1.32377995531931e+18,2020-11-04 00:11:50,0
1.31263789325344e+18,1.32378240091312e+18,2020-11-04 00:21:33,0
7.54870862067569e+17,1.32378359630231e+18,2020-11-04 00:26:18,0
1.30637223331362e+18,1.32378269016907e+18,2020-11-04 00:22:42,0
8.28406035778044e+17,1.32378316409184e+18,2020-11-04 00:24:35,0
1.32310918121858e+18,1.32378344954361e+18,2020-11-04 00:25:43,1
8.25483017145627e+17,1.32378380182306e+18,2020-11-04 00:27:07,0
3102978610,1.32378373465142e+18,2020-11-04 00:26:51,0
1.15810610508968e+18,1.32378383108264e+18,2020-11-04 00:27:14,0
1.31292228977265e+18,1.323783831133e+18,2020-11-04 00:27:14,0
1.28098811777698e+18,1.32378425881782e+18,2020-11-04 00:28:56,0
4428958157,1.3237841794364e+18,2020-11-04 00:28:37,0
1.31501580910273e+18,1.32378417058649e+18,2020-11-04 00:28:35,0
1.2788123461405e+18,1.32378491750815e+18,2020-11-04 00:31:33,0
1.27559921063786e+18,1.32378432620348e+18,2020-11-04 00:29:12,0
1.29143670625682e+18,1.32378488806407e+18,2020-11-04 00:31:26,0
1.28788428800485e+18,1.32378550032342e+18,2020-11-04 00:33:52,1
1.30025756726067e+18,1.32378523620388e+18,2020-11-04 00:32:49,0
1.06173088837389e+18,1.32378555500456e+18,2020-11-04 00:34:05,0
1.25702218571526e+18,1.32378564738405e+18,2020-11-04 00:34:27,0
1.12047609792003e+18,1.3237864021701e+18,2020-11-04 00:37:27,0
1.28200362443293e+18,1.32378593225701e+18,2020-11-04 00:35:35,0
1.23821774282359e+18,1.32378580257758e+18,2020-11-04 00:35:04,0
1.11343531548054e+18,1.32378590301432e+18,2020-11-04 00:35:28,0
1.17264374296213e+18,1.32378597843635e+18,2020-11-04 00:35:46,0
1.20992101931147e+18,1.32378647772629e+18,2020-11-04 00:37:45,0
1.30857965947118e+18,1.32378894381345e+18,2020-11-04 00:47:33,0
1.3122329323215e+18,1.32378857484466e+18,2020-11-04 00:46:05,0
1.2578806302449e+18,1.32378836930699e+18,2020-11-04 00:45:16,0
1.03958461470734e+18,1.32378931317226e+18,2020-11-04 00:49:01,0
